precio_mxn,m2,recamaras,banos,medios_banos,estacionamientos,antiguedad_anos,pisos,direccion,latitud,longitud,roof_garden,alberca,url,tipo
3250000,203.0,3,3,3,2.0,,2,"Casa en Arboledas del Pedregal, Seguridad y Ubicación, Héroes Puebla, Periférico Sur y 14 Sur, Provincia de Puebla",18.979655851978897,-98.22431397539366,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-arboledas-del-pedregal-seguridad-y-ubicacion-147443137.html?n_src=Listado&n_pills=Patio&n_pg=2&n_pos=27,casas
2480000,110.0,3,3,3,2.0,,2,"Casa con Recamara en Planta Baja Al Sur de Puebla en San Jose Xilotzingo, Provincia de Puebla",18.981294750129006,-98.21035831037763,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-con-recamara-en-planta-baja-al-sur-de-puebla-en-145106029.html?n_src=Listado&n_pills=Gimnasio&n_pg=2&n_pos=28,casas
9708000,328.0,3,3,3,2.0,15.0,2,"Jardines de Zavaleta Puebla Recta Cholula Udlap, Provincia de Puebla",19.0636601194323,-98.25771398534991,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-en-jardines-de-zavaleta-puebla-recta-149371414.html?n_src=Listado&n_pills=Seguridad+privada&n_pg=2&n_pos=29,casas
4500000,370.0,4,4,2,6.0,55.0,2,"Casa en Venta de 370 m² de Construcción, con 4 Recámaras y 6 Estacionamientos, en Colonia Las Palmas, Provincia de Puebla",19.0238907,-98.2096232,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-de-370-m-sup2--de-construccion-con-4-149633812.html?n_src=Listado&n_pills=Patio&n_pg=2&n_pos=30,casas
16500000,480.0,3,3,4,2.0,15.0,2,"Casa en Venta Fraccionamiento Puerta de Hierro 3 Recamaras en Esquina, Provincia de Puebla",19.076969,-98.2307584,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-fraccionamiento-puerta-de-hierro-3-64615330.html?n_src=Listado&n_pills=Seguridad+privada&n_pg=3&n_pos=1,casas
2999000,215.0,3,3,2,2.0,10.0,2,"Remato Preciosa Casa Cerca de C. U. Buap, Provincia de Puebla",18.9966077,-98.1907216,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-remato-preciosa-casa-cerca-de-c.-u.-buap-149465363.html?n_src=Listado&n_pills=Jard%C3%ADn+privado&n_pg=3&n_pos=2,casas
1580000,94.0,3,3,1,1.0,,2,"Casa Nueva en Venta a Pie de Calle con Entrada Independiente – Lares de San Alfonso, Provincia de Puebla",18.9665887,-98.2318937,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-nueva-en-venta-a-pie-de-calle-con-entrada-149712695.html?n_src=Listado&n_pills=Patio&n_pg=3&n_pos=3,casas
2200000,170.0,3,3,3,2.0,,2,"Venta de Casa en Granjas Puebla, Provincia de Puebla",18.981900664532212,-98.23221732841938,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-venta-de-casa-en-granjas-puebla-146163493.html?n_src=Listado&n_pg=3&n_pos=4,casas
6670000,350.0,3,7,7,2.0,9.0,2,"Casa en La Paz: Ideal Para Consultorios, Oficinas, Rentas por Habitación o Coworking, Provincia de Puebla",19.0564521,-98.2235264,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-la-paz:-ideal-para-consultorios-oficinas-148426144.html?n_src=Listado&n_pills=Patio&n_pg=3&n_pos=6,casas
2400000,166.0,3,3,2,2.0,,2,"Fraccionamiento Aun Costado de Periferico, Provincia de Puebla",18.97865193302371,-98.2136476000547,1,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-en-fraccionamiento-aun-costado-de-148927181.html?n_src=Listado&n_pills=Terraza&n_pg=3&n_pos=8,casas
3200000,223.0,3,3,3,2.0,8.0,2,"Casa en Venta, Colonia Granjas San Isidro, Zona Sur, Puebla, Provincia de Puebla",18.9876688169,-98.2104458315,1,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-colonia-granjas-san-isidro-zona-sur-148875535.html?n_src=Listado&n_pills=Terraza&n_pg=3&n_pos=9,casas
8990000,464.0,3,3,3,6.0,,2,"Casa en Venta Col Bugambilias, un Piso, Gran Jardín, Esquina. Inversionistas",19.0118878,-98.214243,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-col-bugambilias-un-piso-gran-jardin-144130897.html?n_src=Listado&n_pills=%C3%81rea+de+lavado&n_pg=3&n_pos=10,casas
1482000,57.0,3,4,2,1.0,15.0,2,"En Venta Casa 3 Pisos 4 R Bosques de Chapultepec, Provincia de Puebla",19.002125089224858,-98.14745016707307,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-en-venta-casa-3-pisos-4-r-bosques-de-chapultepec-147023651.html?n_src=Listado&n_pg=3&n_pos=11,casas
3000000,220.0,3,3,4,2.0,15.0,2,"Casa en Venta La Calera, Provincia de Puebla",19.0169568,-98.1756586,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-la-calera-149247407.html?n_src=Listado&n_pills=Jard%C3%ADn+privado&n_pg=3&n_pos=12,casas
15000000,935.0,3,9,7,10.0,5.0,2,"Remato Espectacular Residencia en El Mirador de La Calera, Provincia de Puebla",19.011249,-98.1724404,0,1,https://www.inmuebles24.com/propiedades/clasificado/veclcain-remato-espectacular-residencia-en-el-mirador-de-la-149465466.html?n_src=Listado&n_pills=%C3%81rea+de+juegos+infantiles&n_pg=3&n_pos=13,casas
39700000,650.0,3,3,4,6.0,5.0,2,"Exclusivo Fraccionamiento Residencial en Zona Atlixcáyotl, Provincia de Puebla",19.0238025,-98.2393529,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-en-exclusivo-fraccionamiento-residencial-147506855.html?n_src=Listado&n_pills=Aire+acondicionado&n_pg=3&n_pos=16,casas
5100000,250.0,4,4,4,2.0,10.0,2,"Casa en Venta - Prados Agua Azul Puebla, Provincia de Puebla",19.0269088,-98.2146977,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-prados-agua-azul-puebla-147624748.html?n_src=Listado&n_pills=%C3%81rea+de+lavado&n_pg=3&n_pos=17,casas
1600000,88.0,3,2,1,1.0,,2,"Col. Constitución Mexicana con 88 m² de Construcción, Provincia de Puebla",18.954576953604697,-98.23409569457613,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-nueva-en-venta-en-col.-constitucion-mexicana-con-149415722.html?n_src=Listado&n_pg=3&n_pos=18,casas
2100000,116.0,3,3,2,,,2,"Venta de Casa en Residencial en San Isidro Castillotla, Provincia de Puebla",18.978581208616273,-98.26707410545698,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-venta-de-casa-en-residencial-en-san-isidro-castillotla-149198649.html?n_src=Listado&n_pills=Terraza&n_pg=3&n_pos=19,casas
